"","station","grdd","gdd","qual","lat","long"
"3689","USC00358481","3733R",3733,"R",44.4122,-123.9022
"3690","USC00358494","2496S",2496,"S",45.4583,-123.88
"3691","USC00358536","2857S",2857,"S",43.275,-122.4497
"3692","USC00358726","2607R",2607,"R",45.1328,-118.9339
"3693","USC00358746","2872S",2872,"S",45.2081,-117.8758
"3694","USC00358797","3637R",3637,"R",43.9814,-117.2439
"3695","USC00358812","2870R",2870,"R",42.4844,-120.2822
"3696","USC00358884","2419S",2419,"S",45.8653,-123.1903
"3697","USC00358997","2904S",2904,"S",45.5722,-117.5314
"3698","USC00359176","3462R",3462,"R",43.9903,-117.7183
"3699","USC00359290","3330R",3330,"R",42.3369,-118.2347
"3700","USC00359316","2458S",2458,"S",43.6825,-121.6875
"3701","USC00359461","3426R",3426,"R",43.2828,-123.3536
"3702","USC00360140","3291S",3291,"S",40.495,-78.4667
"3703","USC00360656","3934S",3934,"S",39.9356,-77.2578
"3704","USC00360763","3675R",3675,"R",40.2636,-77.3639
"3705","USC00360785","3699R",3699,"R",40.3844,-76.0339
"3706","USC00360868","2736R",2736,"R",41.8975,-78.7144
"3707","USC00361004","3083R",3083,"R",41.15,-79.0833
"3708","USC00361080","3613R",3613,"R",40.5003,-75.2044
"3709","USC00361139","3348R",3348,"R",40.85,-79.9167
"3710","USC00361212","2960S",2960,"S",41.6517,-76.8464
"3711","USC00361350","2969S",2969,"S",39.8508,-79.5833
"3712","USC00361354","3945S",3945,"S",39.9353,-77.6394
"3713","USC00361485","3114S",3114,"S",41.1922,-79.4361
"3714","USC00361534","2960R",2960,"R",41.7333,-78.5333
"3715","USC00361591","3884R",3884,"R",39.9847,-75.86
"3716","USC00361705","3454S",3454,"S",39.7994,-79.3664
"3717","USC00361719","3119R",3119,"R",41.7333,-80.2833
"3718","USC00361790","3192R",3192,"R",41.9167,-79.6333
"3719","USC00361838","3038R",3038,"R",41.9903,-77.1567
"3720","USC00362071","3594R",3594,"R",40.46,-76.8703
"3721","USC00362108","3678R",3678,"R",40.3,-79.3333
"3722","USC00362183","3264R",3264,"R",40.1333,-79.4
"3723","USC00362190","4046S",4046,"S",40.1636,-79.8694
"3724","USC00362470","3174S",3174,"S",40.4681,-78.7289
"3725","USC00362537","4012R",4012,"R",39.805,-77.2292
"3726","USC00362629","3261S",3261,"S",41.5067,-78.2275
"3727","USC00362721","3488R",3488,"R",40.0136,-78.3653
"3728","USC00362942","3506R",3506,"R",40.7167,-79.5
"3729","USC00363018","2977R",2977,"R",41.1183,-75.7278
"3730","USC00363028","3308S",3308,"S",41.4003,-79.8303
"3731","USC00363295","3169R",3169,"R",39.8167,-78.8333
"3732","USC00363437","3759R",3759,"R",40.2306,-75.4353
"3733","USC00363451","3849R",3849,"R",39.7833,-79.9167
"3734","USC00363488","4441R",4441,"R",40.3422,-75.4783
"3735","USC00363526","3251R",3251,"R",41.4167,-80.3667
"3736","USC00363632","4132R",4132,"R",40.5511,-75.9914
"3737","USC00363662","3968R",3968,"R",39.8,-76.9833
"3738","USC00363665","3962R",3962,"R",39.7706,-77.0325
"3739","USC00363698","3825R",3825,"R",40.2817,-76.8703
"3740","USC00363758","2991S",2991,"S",41.4764,-75.1653
"3741","USC00364019","4004R",4004,"R",39.8333,-76.3333
"3742","USC00364076","3775R",3775,"R",40.1592,-75.8856
"3743","USC00364214","3506S",3506,"S",40.5969,-79.1183
"3744","USC00364325","3103S",3103,"S",41.5,-80.4667
"3745","USC00364385","4091R",4091,"R",40.3333,-78.9167
"3746","USC00364432","2669S",2669,"S",41.6767,-78.8036
"3747","USC00364763","3996S",3996,"S",40.05,-76.2742
"3748","USC00364778","4068S",4068,"S",40.1167,-76.4333
"3749","USC00364815","2726R",2726,"R",41.4233,-76.4933
"3750","USC00364836","3435R",3435,"R",40.2003,-79.1883
"3751","USC00364853","3551R",3551,"R",40.9017,-77.2139
"3752","USC00364896","3693S",3693,"S",40.3333,-76.4667
"3753","USC00364976","3585R",3585,"R",40.9475,-76.8786
"3754","USC00364992","3746S",3746,"S",40.5864,-77.5692
"3755","USC00365050","3142R",3142,"R",41.65,-80.4333
"3756","USC00365109","3590S",3590,"S",41.1167,-77.45
"3757","USC00365390","4549S",4549,"S",39.8253,-75.4283
"3758","USC00365470","3270R",3270,"R",41.3914,-74.7172
"3759","USC00365573","3854R",3854,"R",40.3392,-79.8603
"3760","USC00365606","3228R",3228,"R",41.6333,-80.1667
"3761","USC00365651","3384R",3384,"R",41.2247,-80.235
"3762","USC00365817","3271R",3271,"R",41.1,-76.5667
"3763","USC00365902","3838S",3838,"S",40.65,-80.3833
"3764","USC00365915","2745R",2745,"R",41.8511,-75.8583
"3765","USC00366042","3529R",3529,"R",40.2156,-79.4994
"3766","USC00366194","4105S",4105,"S",40.1358,-74.955
"3767","USC00366233","3625S",3625,"S",41.0172,-80.3619
"3768","USC00366238","4144R",4144,"R",40.075,-76.0717
"3769","USC00366297","3843R",3843,"R",40.4783,-77.1294
"3770","USC00366370","4361R",4361,"R",40.1197,-75.3583
"3771","USC00366508","3903R",3903,"R",39.8,-76.05
"3772","USC00366689","3820R",3820,"R",40.8,-75.6167
"3773","USC00366886","4775R",4775,"R",39.9575,-75.1728
"3774","USC00366921","3026R",3026,"R",40.8728,-78.2161
"3775","USC00366927","4073R",4073,"R",40.12,-75.5011
"3776","USC00367029","2496S",2496,"S",41.7394,-75.4464
"3777","USC00367167","3146R",3146,"R",40.6514,-78.555
"3778","USC00367229","3343S",3343,"S",40.925,-79.2825
"3779","USC00367312","3760S",3760,"S",40.3814,-78.0753
"3780","USC00367322","4121S",4121,"S",40.4269,-75.9319
"3781","USC00367338","3682R",3682,"R",40.1667,-79.2667
"3782","USC00367409","3497S",3497,"S",41.3297,-77.7381
"3783","USC00367477","2905S",2905,"S",41.4197,-78.7492
"3784","USC00367578","3569R",3569,"R",40.5514,-75.7222
"3785","USC00367782","3703R",3703,"R",40.51,-79.5458
"3786","USC00367931","3617C",3617,"C",40.7831,-76.8617
"3787","USC00367938","3749R",3749,"R",40.3589,-75.3222
"3788","USC00368011","3480R",3480,"R",40.0328,-78.6372
"3789","USC00368073","4031S",4031,"S",40.05,-77.5167
"3790","USC00368184","3471S",3471,"S",41.05,-80.0667
"3791","USC00368361","3019R",3019,"R",41.8167,-80.4333
"3792","USC00368400","3691R",3691,"R",40.5711,-75.2686
"3793","USC00368449","3506S",3506,"S",40.7933,-77.8672
"3794","USC00368469","3385S",3385,"S",41.4,-78.0167
"3795","USC00368560","2981R",2981,"R",40.1,-78.95
"3796","USC00368596","3498R",3498,"R",41.0125,-75.1906
"3797","USC00368868","3062R",3062,"R",41.8975,-77.1419
"3798","USC00368873","3114R",3114,"R",41.4833,-79.4333
"3799","USC00368888","3049S",3049,"S",41.6333,-79.7
"3800","USC00368905","3259S",3259,"S",41.7511,-76.4431
"3801","USC00369050","3832S",3832,"S",39.915,-79.7192
"3802","USC00369103","4171R",4171,"R",40.0983,-75.4197
"3803","USC00369298","3192S",3192,"S",41.8467,-79.1494
"3804","USC00369318","3413R",3413,"R",40.1789,-80.1889
"3805","USC00369367","3734R",3734,"R",39.9,-80.1667
"3806","USC00369408","2700R",2700,"R",41.7003,-77.3894
"3807","USC00369464","4003R",4003,"R",39.9708,-75.635
"3808","USC00369735","3806R",3806,"R",41.2486,-76.9833
"3809","USC00369933","4286S",4286,"S",39.9167,-76.75
"3810","USC00374266","3580S",3580,"S",41.4906,-71.5414
"3811","USC00375215","3306R",3306,"R",41.5,-71.35
"3812","USC00375270","3109S",3109,"S",41.8564,-71.7333
"3813","USC00377581","3608R",3608,"R",41.6267,-71.2092
"3814","USC00380074","6380S",6380,"S",33.4925,-81.6958
"3815","USC00380126","6463S",6463,"S",33.0167,-81.3167
"3816","USC00380165","5931S",5931,"S",34.5283,-82.6606
"3817","USC00380184","6391S",6391,"S",33.4408,-79.5672
"3818","USC00380448","6700S",6700,"S",33.3,-81.0306
"3819","USC00380559","7252R",7252,"R",32.3953,-80.6956
"3820","USC00380736","6026R",6026,"R",34.2169,-80.2392
"3821","USC00380764","6478R",6478,"R",33.3631,-81.3292
"3822","USC00381093","6945S",6945,"S",33.5183,-79.0922
"3823","USC00381241","6301R",6301,"R",33.8083,-79.8567
"3824","USC00381256","3783R",3783,"R",35.1072,-82.6256
"3825","USC00381277","5887S",5887,"S",34.0906,-82.5883
"3826","USC00381310","5768R",5768,"R",34.2428,-80.6564
"3827","USC00381479","5749R",5749,"R",34.2183,-81.0731
"3828","USC00381588","5890S",5890,"S",34.7319,-79.8833
"3829","USC00381625","5366R",5366,"R",35.1108,-81.9675
"3830","USC00381633","5699S",5699,"S",34.6847,-81.1958
"3831","USC00381645","6083R",6083,"R",34.7289,-80.0389
"3832","USC00381726","6471S",6471,"S",33.6631,-82.1897
"3833","USC00381770","5573R",5573,"R",34.6603,-82.8236
"3834","USC00381944","7019S",7019,"S",33.9831,-81.0167
"3835","USC00381997","6573R",6573,"R",33.8314,-79.0558
"3836","USC00382260","6244R",6244,"R",34.3011,-79.8767
"3837","USC00382386","5991R",5991,"R",34.4092,-79.3564
"3838","USC00382730","7090R",7090,"R",32.505,-80.2947
"3839","USC00383111","6342S",6342,"S",34.2933,-79.74
"3840","USC00383468","6650R",6650,"R",33.3619,-79.2239
"3841","USC00383754","5932S",5932,"S",34.1997,-82.1711
"3842","USC00383906","6756R",6756,"R",32.8442,-81.1244
"3843","USC00383990","5985R",5985,"R",34.395,-80.0486
"3844","USC00384169","7039R",7039,"R",32.2167,-80.75
"3845","USC00384607","5762R",5762,"R",33.7775,-81.8467
"3846","USC00384690","5584R",5584,"R",34.5367,-80.5972
"3847","USC00384753","6400R",6400,"R",33.6775,-79.8283
"3848","USC00384886","6473R",6473,"R",33.8642,-79.7297
"3849","USC00385017","5773S",5773,"S",34.4989,-82.0219
"3850","USC00385200","5737S",5737,"S",34.1942,-81.415
"3851","USC00385278","4927R",4927,"R",34.7975,-83.2675
"3852","USC00385306","5957R",5957,"R",34.0347,-78.8825
"3853","USC00385493","6471R",6471,"R",33.695,-80.2364
"3854","USC00385509","6174R",6174,"R",34.1653,-79.3875
"3855","USC00385628","6456R",6456,"R",33.0667,-79.4667
"3856","USC00385633","6094S",6094,"S",34.7056,-79.5683
"3857","USC00385946","6563R",6563,"R",33.2425,-79.9869
"3858","USC00386153","6127R",6127,"R",33.7544,-78.8219
"3859","USC00386209","6034R",6034,"R",34.2978,-81.6236
"3860","USC00386293","5277C",5277,"C",35.0317,-81.4928
"3861","USC00386527","6209S",6209,"S",33.4886,-80.8733
"3862","USC00386616","6021R",6021,"R",34.7606,-80.3728
"3863","USC00386688","6073R",6073,"R",34.2931,-81.3181
"3864","USC00386775","5918R",5918,"R",33.8017,-81.2744
"3865","USC00386831","5472S",5472,"S",34.8814,-82.7189
"3866","USC00386893","6466R",6466,"R",33.25,-79.9833
"3867","USC00387281","6644R",6644,"R",32.5333,-80.9
"3868","USC00387589","5082R",5082,"R",34.9444,-82.9464
"3869","USC00387631","5973S",5973,"S",33.9978,-81.7747
"3870","USC00387666","6229S",6229,"S",34.1419,-80.87
"3871","USC00387722","5924C",5924,"C",34.635,-81.5206
"3872","USC00387885","5517R",5517,"R",35.1167,-81.9667
"3873","USC00388188","5799R",5799,"R",34.9078,-81.9139
"3874","USC00388405","6919R",6919,"R",32.76,-79.8489
"3875","USC00388426","6614R",6614,"R",33.0367,-80.2325
"3876","USC00388440","6012S",6012,"S",33.9364,-80.3569
"3877","USC00388786","5722R",5722,"R",34.6053,-81.6628
"3878","USC00388887","5430S",5430,"S",34.7483,-83.0842
"3879","USC00388922","6539R",6539,"R",32.8847,-80.6761
"3880","USC00389039","6629R",6629,"R",33.9,-80.5206
"3881","USC00389122","5631S",5631,"S",34.6531,-82.4872
"3882","USC00389327","5999S",5999,"S",34.3739,-81.0928
"3883","USC00389350","6063S",6063,"S",34.9381,-81.0317
"3884","USC00389469","6613R",6613,"R",32.68,-80.8417
"3885","USC00390043","3453S",3453,"S",43.4892,-99.0631
"3886","USC00390128","3780S",3780,"S",43.6567,-97.7853
"3887","USC00390223","2982R",2982,"R",45.5317,-103.3292
"3888","USC00390236","3451S",3451,"S",43.03,-103.66
"3889","USC00390281","3230R",3230,"R",44.3631,-97.1703
"3890","USC00390296","3849R",3849,"R",43.3131,-98.3486
"3891","USC00390422","2956R",2956,"R",44.5044,-96.5319
"3892","USC00390554","3422R",3422,"R",44.4989,-104.035
"3893","USC00390559","3539R",3539,"R",44.6714,-103.8511
"3894","USC00390565","3069R",3069,"R",44.9906,-103.9339
"3895","USC00390701","3237S",3237,"S",45.5286,-102.465
"3896","USC00390778","3527R",3527,"R",43.0778,-98.9508
"3897","USC00391032","3394S",3394,"S",43.5525,-97.5017
"3898","USC00391049","3391C",3391,"C",45.7908,-97.75
"3899","USC00391076","2970C",2970,"C",44.3253,-96.7686
"3900","USC00391294","3138S",3138,"S",45.5489,-103.9744
"3901","USC00391392","3571R",3571,"R",43.3056,-96.5917
"3902","USC00391519","2909S",2909,"S",44.7269,-97.0261
"3903","USC00391539","3717R",3717,"R",43.5958,-101.0094
"3904","USC00391579","3495S",3495,"S",43.0431,-96.9033
"3905","USC00391621","3512S",3512,"S",43.735,-99.312
"3906","USC00391739","2985S",2985,"S",44.8817,-97.7325
"3907","USC00391777","2934S",2934,"S",44.7592,-96.6872
"3908","USC00391873","3059S",3059,"S",45.725,-98.3
"3909","USC00391917","3165R",3165,"R",45.1539,-98.1008
"3910","USC00391972","3491S",3491,"S",43.9611,-101.8606
"3911","USC00392087","2539R",2539,"R",43.7744,-103.6119
"3912","USC00392207","2795R",2795,"R",44.3736,-103.7314
"3913","USC00392231","1958R",1958,"R",43.9944,-103.7858
"3914","USC00392302","3235S",3235,"S",44.3867,-97.5606
"3915","USC00392429","3288S",3288,"S",45.0481,-101.5992
"3916","USC00392446","3320S",3320,"S",44.8658,-101.4672
"3917","USC00392557","3587S",3587,"S",43.3728,-103.8778
"3918","USC00392565","3005R",3005,"R",43.6242,-103.9172
"3919","USC00392647","3393R",3393,"R",44.3186,-102.4683
"3920","USC00392797","3075S",3075,"S",45.7644,-99.6353
"3921","USC00392852","3326S",3326,"S",45.0203,-102.0367
"3922","USC00392927","3265S",3265,"S",45.0364,-99.1342
"3923","USC00392984","3007S",3007,"S",44.0517,-96.5931
"3924","USC00393029","3597S",3597,"S",44.0686,-98.0833
"3925","USC00393069","3423S",3423,"S",44.41,-103.4775
"3926","USC00393076","3795R",3795,"R",44.2444,-100.6592
"3927","USC00393217","3370S",3370,"S",44.0569,-99.0719
"3928","USC00393294","2985R",2985,"R",45.0194,-99.9403
"3929","USC00393316","3032R",3032,"R",45.4178,-101.81
"3930","USC00393452","3487S",3487,"S",43.2356,-99.4339
"3931","USC00393574","3472R",3472,"R",43.1647,-101.2567
"3932","USC00393608","3275R",3275,"R",44.3628,-99.8033
"3933","USC00393832","3378S",3378,"S",44.5222,-99.455
"3934","USC00393838","3100S",3100,"S",44.8444,-99.4894
"3935","USC00393857","3313R",3313,"R",44.3083,-101.8683
"3936","USC00393868","2813R",2813,"R",43.9325,-103.5594
"3937","USC00394007","3617C",3617,"C",43.4378,-103.4739
"3938","USC00394037","3176R",3176,"R",44.0122,-97.5242
"3939","USC00394184","3997S",3997,"S",43.7483,-101.9414
"3940","USC00394206","3086S",3086,"S",45.4478,-99.0383
"3941","USC00394343","2837R",2837,"R",44.0839,-103.4342
"3942","USC00394516","3778S",3778,"S",43.9072,-99.8628
"3943","USC00394596","3492C",3492,"C",44.6122,-101.3369
"3944","USC00394766","3588R",3588,"R",44.0644,-99.4603
"3945","USC00394834","2523S",2523,"S",44.3533,-103.7714
"3946","USC00394864","3173S",3173,"S",45.9397,-102.1575
"3947","USC00394891","2914R",2914,"R",45.7192,-98.9439
"3948","USC00394983","3685S",3685,"S",43.46,-101.4956
"3949","USC00395048","2921R",2921,"R",45.785,-103.3719
"3950","USC00395090","3167R",3167,"R",43.9906,-97.0925
"3951","USC00395154","3492R",3492,"R",43.2625,-102.4386
"3952","USC00395228","3431R",3431,"R",43.4206,-97.2567
"3953","USC00395281","3399R",3399,"R",43.1803,-101.7386
"3954","USC00395285","2862R",2862,"R",43.1833,-101.6333
"3955","USC00395325","3287S",3287,"S",44.8933,-102.6125
"3956","USC00395381","3189S",3189,"S",45.8383,-101.2767
"3957","USC00395406","3063R",3063,"R",45.8133,-100.8072
"3958","USC00395456","3146S",3146,"S",45.155,-98.5825
"3959","USC00395481","3801C",3801,"C",43.2358,-97.5714
"3960","USC00395506","3618S",3618,"S",44.0667,-101.15
"3961","USC00395536","3136R",3136,"R",45.2836,-96.6689
"3962","USC00395544","3471S",3471,"S",44.5208,-101.6192
"3963","USC00395561","3277S",3277,"S",44.5178,-98.9814
"3964","USC00395620","3456S",3456,"S",43.3061,-100.6558
"3965","USC00395638","3398S",3398,"S",43.1114,-100.6083
"3966","USC00395671","3512R",3512,"R",43.7381,-98.0244
"3967","USC00395691","3280R",3280,"R",45.5656,-100.4489
"3968","USC00395738","3269R",3269,"R",43.8197,-97.2017
"3969","USC00395870","2653S",2653,"S",43.8769,-103.4578
"3970","USC00395891","3564S",3564,"S",43.8894,-100.7078
"3971","USC00396054","3220S",3220,"S",44.7158,-103.4275
"3972","USC00396170","3562R",3562,"R",44.4419,-100.4175
"3973","USC00396212","3478S",3478,"S",43.1878,-103.2372
"3974","USC00396227","3551R",3551,"R",43.175,-102.7458
"3975","USC00396292","3340S",3340,"S",44.7317,-100.1447
"3976","USC00396304","3496R",3496,"R",43.4033,-103.2683
"3977","USC00396427","2307S",2307,"S",44.0622,-103.4819
"3978","USC00396574","3787S",3787,"S",43.0689,-98.5325
"3979","USC00396636","3363R",3363,"R",44.5169,-102.2153
"3980","USC00396712","3254C",3254,"C",45.9042,-100.2875
"3981","USC00396736","3531S",3531,"S",43.395,-102.3894
"3982","USC00396790","3385R",3385,"R",43.9919,-100.1617
"3983","USC00396907","3043R",3043,"R",45.7842,-103.0656
"3984","USC00396947","3120S",3120,"S",44.115,-103.2828
"3985","USC00396948","3284R",3284,"R",44.0728,-103.2108
"3986","USC00397052","3238R",3238,"R",44.8656,-98.5253
"3987","USC00397062","3025S",3025,"S",45.3767,-103.3675
"3988","USC00397073","3103R",3103,"R",44.6978,-102.5533
"3989","USC00397227","2191R",2191,"R",44.1317,-103.7506
"3990","USC00397277","2923R",2923,"R",45.4525,-99.3358
"3991","USC00397545","3124S",3124,"S",45.51,-100.0356
"3992","USC00397742","3129S",3129,"S",45.6656,-97.0392
"3993","USC00397882","3624S",3624,"S",44.5139,-103.8722
"3994","USC00397992","3254S",3254,"S",44.2661,-99.4431
"3995","USC00398116","2923S",2923,"S",45.3036,-97.0625
"3996","USC00398307","3263C",3263,"C",45.4283,-101.0764
"3997","USC00398472","3660C",3660,"C",42.9939,-97.8619
"3998","USC00398528","3166R",3166,"R",45.2539,-102.3122
"3999","USC00398622","3936S",3936,"S",42.7625,-96.9194
"4000","USC00398652","2956R",2956,"R",45.9231,-96.7864
"4001","USC00398767","3951C",3951,"C",43.0833,-98.2894
"4002","USC00398911","3633R",3633,"R",44.0694,-102.4478
"4003","USC00398980","3169S",3169,"S",45.4247,-97.3269
"4004","USC00399004","2984S",2984,"S",45.3331,-97.5228
"4005","USC00399042","3362R",3362,"R",44.0083,-97.0042
"4006","USC00399070","3552S",3552,"S",44.0761,-98.5706
"4007","USC00399232","3438S",3438,"S",43.7292,-98.7131
"4008","USC00399347","3180R",3180,"R",43.5606,-103.4881
"4009","USC00399367","3739S",3739,"S",43.3686,-99.8403
"4010","USC00399442","3576R",3576,"R",43.4978,-100.4794
"4011","USC00399537","3179R",3179,"R",45.0669,-102.9956
"4012","USC00400081","4233S",4233,"S",36.3806,-84.8744
"4013","USC00400137","5640S",5640,"S",35.1131,-89.2122
"4014","USC00400284","5092S",5092,"S",35.4322,-84.5833
"4015","USC00400669","4900R",4900,"R",36.4583,-86.3239
"4016","USC00400705","5501R",5501,"R",36.235,-88.0908
"4017","USC00400876","5482C",5482,"C",35.2622,-88.9892
"4018","USC00401145","5698S",5698,"S",35.5894,-89.2586
"4019","USC00401310","4846R",4846,"R",36.5803,-85.1256
"4020","USC00401352","5386R",5386,"R",36.0519,-88.0828
"4021","USC00401480","5291S",5291,"S",36.2456,-85.945
"4022","USC00401561","5028R",5028,"R",36.5408,-85.4594
"4023","USC00401587","5466R",5466,"R",35.7553,-87.4261
"4024","USC00401663","5148R",5148,"R",36.3208,-87.2217
"4025","USC00401790","5433S",5433,"S",36.5472,-87.3353
"4026","USC00401808","5314S",5314,"S",35.2203,-84.7981
"4027","USC00401887","4411R",4411,"R",35.3683,-85.7014
"4028","USC00401950","5649R",5649,"R",35.0781,-89.6653
"4029","USC00401957","5181S",5181,"S",35.6386,-87.0872
"4030","USC00402009","4932S",4932,"S",36.1075,-85.5033
"4031","USC00402024","4892R",4892,"R",34.9939,-84.3758
"4032","USC00402108","5459C",5459,"C",35.5497,-89.7
"4033","USC00402202","4409S",4409,"S",36.0147,-85.1311
"4034","USC00402360","5159S",5159,"S",35.4717,-84.9947
"4035","USC00402388","4956R",4956,"R",35.6394,-84.665
"4036","USC00402489","5184S",5184,"S",36.075,-87.3958
"4037","USC00402589","5179S",5179,"S",36.4819,-87.8628
"4038","USC00402600","5221S",5221,"S",36.2833,-88.7
"4039","USC00402806","4650S",4650,"S",36.3644,-82.2325
"4040","USC00402934","4781R",4781,"R",36.1422,-82.4261
"4041","USC00403040","4526R",4526,"R",35.6392,-85.3586
"4042","USC00403074","5614S",5614,"S",35.15,-86.5411
"4043","USC00403280","5354S",5354,"S",35.9417,-86.8686
"4044","USC00403370","5166R",5166,"R",36.3661,-85.6553
"4045","USC00403420","4779S",4779,"S",35.6878,-83.5369
"4046","USC00403447","5944R",5944,"R",35.0761,-89.743
"4047","USC00403679","4935S",4935,"S",36.1056,-82.8436
"4048","USC00403938","5144R",5144,"R",36.3756,-86.1808
"4049","USC00404223","5211R",5211,"R",35.5567,-87.5414
"4050","USC00404417","5379S",5379,"S",36.0028,-88.4253
"4051","USC00404561","5659S",5659,"S",35.6214,-88.8456
"4052","USC00404613","4691R",4691,"R",36.1222,-83.4739
"4053","USC00404858","4975S",4975,"S",36.5194,-82.5275
