AQW00061705       12073C
USC00415875        5026R
USC00415888        6374R
USC00415891        6815S
USC00415954        6667Q
USC00415956        6402R
USC00415972        9095R
USC00415999        6600R
USC00416074        5435S
USC00416104        5045S
USC00416108        6323S
USC00416119        6191S
USC00416135        5090S
USC00416137        5307S
USC00416146        6427R
USC00416177        6850R
USC00416210        6820R
USC00416276        7294R
USC00416286        7862R
USC00416368        7616R
USC00416499        6641R
USC00416502        6749Q
USC00416636        6294S
USC00416644        5012R
USC00416680        7163R
USC00416733        6735Q
USC00416734        6687R
USC00416739        8056Q
USC00416740        6213R
USC00416742        6172R
USC00416747        6672S
USC00416776        5011S
USC00416780        7246R
USC00416781        7202R
USC00416785        4869S
USC00416792        6892S
USC00416794        6537S
USC00416879        7169S
USC00416892        6707R
USC00416893        6524Q
USC00416932        6453S
USC00416950        4771S
USC00416959        7329R
USC00417020        7780R
USC00417028        6492R
USC00417044        5212R
USC00417066        6552Q
USC00417074        5605R
USC00417079        5359C
USC00417081        5197Q
USC00417111        7833R
USC00417140        8253R
USC00417170        8840R
USC00417179        9169S
USC00417183        8208Q
USC00417184        8972R
USC00417186        8318R
USC00417206        6204R
USC00417215        7887S
USC00417232        6602R
USC00417262        8041S
USC00417300        6696R
USC00417327        6460S
USC00417336        5942R
USC00417388        6615Q
USC00417458        8823S
USC00417481        6862R
USC00417497        7330R
USC00417530        7977R
USC00417533        8069R
USC00417550        6950Q
USC00417588        6670Q
USC00417622        8847R
USC00417624        7786Q
USC00417633        6335R
USC00417669        6568R
USC00417677        8599S
USC00417704        8681R
USC00417706        6516R
USC00417743        6206S
USC00417782        6388S
USC00417841        6600R
USC00417920        5984R
USC00417936        6979S
USC00417944        6542Q
USC00417947        7568R
USC00417951        6834Q
USC00417981        8650Q
USC00417983        7525R
USC00417992        7029R
USC00417994        6620R
USC00418022        6710R
USC00418040        5631R
USC00418059        9038R
USC00418081        8391Q
USC00418160        7528R
USC00418169        7705R
USC00418201        5873S
USC00418221        6287R
USC00418236        5344S
USC00418252        7151R
USC00418274        6192S
USC00418305        5793R
USC00418323        5189S
USC00418354        8328R
USC00418415        7437R
USC00418433        6204R
USC00418446        7253R
USC00418449        6705R
USC00418487        9455R
USC00418523        5709R
USC00418566        5866R
USC00418583        6453R
USC00418630        6343R
USC00418646        7131R
USC00418692        4682S
USC00418714        7828R
USC00418728        8274R
USC00418743        6228S
USC00418818        5817R
USC00418861        7173R
USC00418862        7100Q
USC00418910        6851R
USC00418924        7686Q
USC00418926        6739R
USC00418942        6418S
USC00418996        7668S
USC00419014        6286R
USC00419016        6297R
USC00419031        8105R
USC00419068        6746R
USC00419088        6240S
USC00419101        7062R
USC00419163        6218R
USC00419175        5159S
USC00419191        5817S
USC00419207        6802R
USC00419268        7712R
USC00419270        5927R
USC00419295        6088R
USC00419330        4722R
USC00419346        6232R
USC00419361        7890R
USC00419367        8237R
USC00419380        5053Q
USC00419417        7081R
USC00419480        7229Q
USC00419491        7174R
USC00419499        6462S
USC00419522        6622S
USC00419532        6237R
USC00419559        8342R
USC00419565        6128S
USC00419588        9099R
USC00419711        5964R
USC00419715        6865S
USC00419754        7188Q
USC00419800        6560S
USC00419847        6481S
USC00419916        6417R
USC00419952        7624R
USC00419976        8784R
USC00420050        3339R
USC00420061        3527S
USC00420072        1478S
USC00420074        2754S
USC00420086        3006S
USC00420168        2917R
USC00420336        5060R
USC00420487        2898Q
USC00420490        3899R
USC00420527        2865R
USC00420688        4980R
USC00420730        3895C
USC00420738        4029S
USC00420757         742R
USC00420788        4661S
USC00420802        3575R
USC00420820        3721S
USC00420849        3244S
USC00420900        1308P
USC00420928        3417S
USC00421008        2468S
USC00421020        5273R
USC00421144        3525S
USC00421162        3923Q
USC00421163        4149S
USC00421168        4397S
USC00421171        4138S
USC00421214        3531S
USC00421241        4429R
USC00421259        3823Q
USC00421260        3399R
USC00421308        3150S
USC00421432        3586R
USC00421446        3351Q
USC00421590        1938R
USC00421731        3494R
USC00421759        3980S
USC00421918        3342R
USC00422057        2792S
USC00422101        3861R
USC00422150        4438R
USC00422173        3620R
USC00422235        4379R
USC00422253        3194S
USC00422257        3948S
USC00422385        2953C
USC00422418        3747R
USC00422424        1485R
USC00422558        3607Q
USC00422561        3684R
USC00422578        3012R
USC00422592        3810S
USC00422607        3944S
USC00422696        3312S
USC00422702        2593Q
USC00422726        3767R
USC00422798        3505C
USC00422828        3678S
USC00422852        4117R
USC00422864        2949S
USC00422996        3425R
USC00423012        3244R
USC00423097        4214R
USC00423254        4035Q
USC00423348        3709R
USC00423418        4544R
USC00423486        2902S
USC00423600        3613R
USC00423809        3472S
USC00423896        2590R
USC00423980        5729R
USC00424100        4102S
USC00424135        3042S
USC00424174        3469S
USC00424321        3374Q
USC00424342        3542S
USC00424362        3597S
USC00424467        2928R
USC00424508        4360C
USC00424527        4184R
USC00424748        3705R
USC00424755        3602R
USC00424764        2911R
USC00424856        2405S
USC00424947        3031R
USC00424968        5741R
USC00425065        3656R
USC00425138        3661R
USC00425148        2783R
USC00425182        3118S
USC00425186        3244S
USC00425194        3016S
USC00425252        5260R
USC00425268        2978R
USC00425377        2593R
USC00425402        3300R
USC00425477        3516S
USC00425582        4992S
USC00425733        4845R
USC00425805        2938S
USC00425826        3192S
USC00425837        3210R
USC00425892        3080R
USC00425969        3456S
USC00426053        3574S
USC00426123        3050S
USC00426135        3610R
USC00426181        3741S
USC00426357        3998S
USC00426404        3865R
USC00426414        3849R
USC00426455        3941R
USC00426534        3857S
USC00426538        3954R
USC00426568        3827S
USC00426601        2864R
USC00426640        4611Q
USC00426644        2536R
USC00426686        3441R
USC00426708        3828S
USC00426869        2736S
USC00426919        3848S
USC00427064        4036S
USC00427165        2283R
USC00427260        3600S
USC00427271        3127S
USC00427395        3542S
USC00427408        3007R
USC00427516        6144R
USC00427557        3781R
USC00427559        2267R
USC00427606        4255R
USC00427655        3939R
USC00427686        3621R
USC00427714        3614R
USC00427729        1775R
USC00427800        3597R
USC00427846        1404S
USC00427909        2742R
USC00427931        3264R
USC00428119        3860S
USC00428465        2439R
USC00428476        3660Q
USC00428478        3195R
USC00428668        3125R
USC00428705        4184R
USC00428733        3279R
USC00428771        4075S
USC00428817        3579R
USC00428828        3228R
USC00428847        3204R
USC00428973        3412R
USC00428978        3751R
USC00429133        3182S
USC00429136        4495S
USC00429152        4184R
USC00429165        3084S
USC00429368        3502Q
USC00429595        2446S
USC00429717        5762S
USC00430277        2587R
USC00430499        3021R
USC00430942        2094Q
USC00431243        2790S
USC00431360        2471R
USC00431363        2269R
USC00431565        2260Q
USC00431580        2919R
USC00431705        2733Q
USC00432314        2425Q
USC00432698        2304R
USC00432769        2954R
USC00432773        2662Q
USC00432843        2973R
USC00433400        2689Q
USC00433769        2530Q
USC00434120        2303R
USC00434189        2018R
USC00435273        2961Q
USC00435376        2398R
USC00435416        1252C
USC00435542        2501S
USC00435733        2599R
USC00435740        2274R
USC00435982        2905Q
USC00436391        2687R
USC00436500        2702R
USC00436761        2549R
USC00436893        2663S
USC00436995        2825S
USC00437032        2769R
USC00437098        3214R
USC00437607        2972C
USC00437612        2391R
USC00438160        2616R
USC00438169        2140Q
USC00438172        2275R
USC00438600        3327R
USC00438815        2593R
USC00439099        2447R
USC00439984        2835R
USC00439988        2403Q
USC00440021        4270R
USC00440187        4992R
USC00440188        4798Q
USC00440243        4667R
USC00440327        4935S
USC00440385        5505R
USC00440551        4629R
USC00440720        2795R
USC00440735        4545R
USC00440766        3790S
USC00440792        3671R
USC00440860        4226R
USC00440982        4077R
USC00440993        5154R
USC00441082        3964R
USC00441121        4960R
USC00441209        3123S
USC00441322        4895S
USC00441585        4823R
USC00441593        4837S
USC00441606        5121S
USC00441614        4535S
USC00441692        4001R
USC00441746        5314Q
USC00441825        3965R
USC00441913        5294R
USC00441986        4115Q
USC00442009        4719S
USC00442044        4482S
USC00442142        4871R
USC00442208        3967S
USC00442245        5165R
USC00442400        5102Q
USC00442635        5093Q
USC00442663        4034R
USC00442790        5303S
USC00442941        4877S
USC00443071        3731R
USC00443192        4724R
USC00443204        4794R
USC00443229        4366R
USC00443267        3761R
USC00443272        3618Q
USC00443310        3896S
USC00443565        4933Q
USC00443640        4209R
USC00443713        5800Q
USC00444044        5474S
USC00444101        5824S
USC00444128        3693R
USC00444414        5497S
USC00444600        5053R
USC00444768        5146R
USC00444777        4107R
USC00444876        4579S
USC00444909        4137S
USC00445050        4926R
USC00445096        4482R
