"","station","precip_qual","precip","qual","lat","long"
"3208","USC00337935","3851S",3851,"S",39.9667,-83.8167
"3209","USC00338025","4150R",4150,"R",40.3764,-80.6283
"3210","USC00338313","3752S",3752,"S",41.1167,-83.1667
"3211","USC00338534","3768R",3768,"R",40.8333,-83.2833
"3212","USC00338552","4180S",4180,"S",40.0986,-83.7822
"3213","USC00338609","3839R",3839,"R",40.8494,-84.5808
"3214","USC00338769","3993S",3993,"S",41.2,-80.8167
"3215","USC00338794","3971R",3971,"R",39.5467,-83.4153
"3216","USC00338810","4496R",4496,"R",38.7003,-82.4736
"3217","USC00338822","3482S",3482,"S",41.5183,-84.1453
"3218","USC00338830","4056R",4056,"R",39.1114,-82.9797
"3219","USC00338951","3914S",3914,"S",40.1264,-82.9433
"3220","USC00339219","4120S",4120,"S",39.4833,-83.8167
"3221","USC00339312","4008C",4008,"C",40.7833,-81.9167
"3222","USC00339361","4184R",4184,"R",39.6167,-83.9
"3223","USC00340017","4175S",4175,"S",34.7864,-96.685
"3224","USC00340179","2857S",2857,"S",34.5903,-99.3344
"3225","USC00340184","3022S",3022,"S",34.8847,-99.2964
"3226","USC00340193","2903R",2903,"R",36.8014,-98.6878
"3227","USC00340224","3323R",3323,"R",35.0619,-98.1989
"3228","USC00340256","4662R",4662,"R",34.2208,-95.615
"3229","USC00340292","3764R",3764,"R",34.1772,-97.1617
"3230","USC00340332","2598R",2598,"R",36.1669,-99.7214
"3231","USC00340535","4363R",4363,"R",36.5653,-96.1664
"3232","USC00340567","5611R",5611,"R",34.385,-94.8981
"3233","USC00340593","2199S",2199,"S",36.8125,-100.5308
"3234","USC00340755","3553S",3553,"S",36.5297,-97.4472
"3235","USC00340782","4135R",4135,"R",35.9833,-95.8833
"3236","USC00340818","3743S",3743,"S",36.8047,-97.2764
"3237","USC00340830","3660R",3660,"R",35.1183,-97.67
"3238","USC00340908","1877S",1877,"S",36.7236,-102.4806
"3239","USC00340980","4694R",4694,"R",34.0211,-95.8722
"3240","USC00341144","4098R",4098,"R",35.8292,-96.3917
"3241","USC00341162","5361S",5361,"S",34.0497,-94.7381
"3242","USC00341168","5614R",5614,"R",34.1333,-94.7
"3243","USC00341243","2469R",2469,"R",36.8003,-99.64
"3244","USC00341504","3211R",3211,"R",35.1756,-98.5794
"3245","USC00341648","4348R",4348,"R",34.6008,-96.3131
"3246","USC00341684","3730R",3730,"R",35.7061,-96.88
"3247","USC00341706","3116R",3116,"R",34.4225,-98.6497
"3248","USC00341724","3258R",3258,"R",36.7672,-98.4244
"3249","USC00341745","4240S",4240,"S",34.5019,-96.9717
"3250","USC00341750","3685S",3685,"S",35.0489,-97.9158
"3251","USC00341828","4540S",4540,"S",36.3225,-95.5808
"3252","USC00341909","3243R",3243,"R",35.5014,-98.9772
"3253","USC00342318","3941R",3941,"R",35.9803,-96.7758
"3254","USC00342660","3801R",3801,"R",34.5011,-97.9592
"3255","USC00342678","4465R",4465,"R",34,-96.3686
"3256","USC00342818","3490R",3490,"R",35.5489,-97.9553
"3257","USC00342849","2987R",2987,"R",35.3925,-99.5064
"3258","USC00342912","3424R",3424,"R",36.4194,-97.8747
"3259","USC00342944","2669S",2669,"S",35.2164,-99.8628
"3260","USC00342993","4634R",4634,"R",35.1931,-95.5903
"3261","USC00343304","2602S",2602,"S",36.5442,-99.535
"3262","USC00343353","3082R",3082,"R",34.3861,-99.02
"3263","USC00343358","2680S",2680,"S",36.7647,-99.1128
"3264","USC00343489","2374R",2374,"R",36.85,-100.0569
"3265","USC00343497","3142R",3142,"R",35.6306,-98.3217
"3266","USC00343628","1709R",1709,"R",36.5914,-101.6181
"3267","USC00343740","3277R",3277,"R",36.7425,-98.1331
"3268","USC00343821","3838R",3838,"R",35.8161,-97.395
"3269","USC00343871","2857R",2857,"R",35.585,-99.3953
"3270","USC00343884","4537R",4537,"R",35.2028,-95.8897
"3271","USC00344001","3771S",3771,"S",34.2331,-97.4203
"3272","USC00344019","3200C",3200,"C",36.5381,-98.2661
"3273","USC00344055","3403S",3403,"S",36.0942,-97.835
"3274","USC00344235","4170R",4170,"R",35.0567,-96.3861
"3275","USC00344249","2614R",2614,"R",34.6808,-99.8136
"3276","USC00344298","1797R",1797,"R",36.8589,-101.2172
"3277","USC00344384","4775R",4775,"R",34.0211,-95.5381
"3278","USC00344451","5185R",5185,"R",33.9336,-94.8278
"3279","USC00344567","4698R",4698,"R",36.4236,-94.7967
"3280","USC00344573","3520R",3520,"R",36.7222,-97.7903
"3281","USC00344672","4767R",4767,"R",36.2133,-94.7725
"3282","USC00344766","1803R",1803,"R",36.9031,-102.965
"3283","USC00344861","3565S",3565,"S",35.8583,-97.9294
"3284","USC00344975","4737R",4737,"R",35.2928,-95.4322
"3285","USC00345063","3285R",3285,"R",34.6097,-98.4572
"3286","USC00345216","3460R",3460,"R",34.8261,-97.6386
"3287","USC00345468","4141R",4141,"R",34.0919,-96.7708
"3288","USC00345509","2794S",2794,"S",34.8911,-99.5017
"3289","USC00345522","4146R",4146,"R",36.1747,-96.4433
"3290","USC00345563","3967S",3967,"S",33.8761,-97.1642
"3291","USC00345693","4790S",4790,"S",35.1447,-94.9669
"3292","USC00345713","4842S",4842,"S",34.3094,-95.8672
"3293","USC00345779","4066R",4066,"R",35.505,-96.9772
"3294","USC00345855","4406R",4406,"R",36.8833,-94.8833
"3295","USC00346130","4526R",4526,"R",35.7781,-95.3339
"3296","USC00346139","2600S",2600,"S",36.2283,-99.17
"3297","USC00346278","3931R",3931,"R",36.8914,-97.0586
"3298","USC00346386","3888R",3888,"R",35.1811,-97.4378
"3299","USC00346485","4165R",4165,"R",36.6917,-95.6436
"3300","USC00346629","3105R",3105,"R",36.1217,-98.315
"3301","USC00346638","4382S",4382,"S",35.4253,-96.3033
"3302","USC00346670","4419R",4419,"R",35.6239,-96.025
"3303","USC00346926","3941S",3941,"S",34.7253,-97.2814
"3304","USC00346935","4694R",4694,"R",36.6692,-96.3472
"3305","USC00347012","3635S",3635,"S",36.2886,-97.2897
"3306","USC00347254","4674R",4674,"R",35.0539,-94.6264
"3307","USC00347309","4431R",4431,"R",36.3092,-95.3297
"3308","USC00347327","4233R",4233,"R",34.9858,-97.3842
"3309","USC00347390","3938S",3938,"S",36.5044,-96.7439
"3310","USC00347579","2535R",2535,"R",35.6256,-99.9106
"3311","USC00347862","4819S",4819,"S",35.4572,-94.8047
"3312","USC00348042","4234S",4234,"S",35.2317,-96.6531
"3313","USC00348380","4558R",4558,"R",36.3894,-95.0597
"3314","USC00348501","3731R",3731,"R",36.1175,-97.095
"3315","USC00348506","5161R",5161,"R",35.8953,-94.6486
"3316","USC00348677","5023R",5023,"R",35.9369,-94.9644
"3317","USC00348708","2883S",2883,"S",36.0381,-98.9592
"3318","USC00349017","2068R",2068,"R",36.8136,-100.8636
"3319","USC00349023","5112R",5112,"R",34.6147,-95.2803
"3320","USC00349203","4336R",4336,"R",36.5469,-95.1322
"3321","USC00349247","4561R",4561,"R",35.9675,-95.3739
"3322","USC00349278","3451R",3451,"R",34.3603,-98.3006
"3323","USC00349364","3239S",3239,"S",35.8578,-98.4139
"3324","USC00349395","3196R",3196,"R",34.1747,-97.9964
"3325","USC00349404","2774R",2774,"R",36.5758,-98.8797
"3326","USC00349422","3116R",3116,"R",35.52,-98.6986
"3327","USC00349445","4568R",4568,"R",35.4814,-95.2039
"3328","USC00349629","3590R",3590,"R",34.7325,-98.7125
"3329","USC00349634","4923R",4923,"R",34.9611,-95.1711
"3330","USC00350036","982R",982,"R",42.1761,-119.8961
"3331","USC00350118","803R",803,"R",42.9694,-119.9933
"3332","USC00350145","8975S",8975,"S",44.4044,-123.7533
"3333","USC00350197","1419R",1419,"R",44.8197,-120.7533
"3334","USC00350265","925S",925,"S",45.7211,-120.2064
"3335","USC00350304","2000S",2000,"S",42.2128,-122.7144
"3336","USC00350356","2110R",2110,"R",44.5747,-118.4914
"3337","USC00350471","5871S",5871,"S",43.1497,-124.4019
"3338","USC00350501","1380R",1380,"R",43.9456,-120.2169
"3339","USC00350595","4058R",4058,"R",45.4547,-122.8203
"3340","USC00350652","7401R",7401,"R",44.2867,-122.0386
"3341","USC00350694","1136R",1136,"R",44.0567,-121.285
"3342","USC00350699","996R",996,"R",44.1183,-121.2103
"3343","USC00350858","890R",890,"R",45.8472,-119.6933
"3344","USC00350897","7752S",7752,"S",45.6361,-121.9519
"3345","USC00351055","7722R",7722,"R",42.03,-124.2453
"3346","USC00351067","910R",910,"R",43.8094,-120.6
"3347","USC00351433","6446S",6446,"S",44.3914,-122.4811
"3348","USC00351448","6287R",6287,"R",42.1597,-123.6422
"3349","USC00351546","2579R",2579,"R",43.2292,-121.7894
"3350","USC00351574","2078R",2078,"R",42.7036,-121.9953
"3351","USC00351643","5339S",5339,"S",46.1081,-123.2058
"3352","USC00351682","7996S",7996,"S",45.205,-123.8925
"3353","USC00351765","1449R",1449,"R",45.2325,-120.1817
"3354","USC00351836","5575S",5575,"S",43.1872,-124.2025
"3355","USC00351862","4271S",4271,"S",44.6342,-123.19
"3356","USC00351877","6725S",6725,"S",44.5078,-123.4575
"3357","USC00351897","4628S",4628,"S",43.7917,-123.0275
"3358","USC00351902","4813R",4813,"R",43.7178,-123.0578
"3359","USC00351926","2154R",2154,"R",45.2964,-117.7903
"3360","USC00351946","6621S",6621,"S",42.8967,-122.1328
"3361","USC00352112","4697R",4697,"R",44.9464,-123.2908
"3362","USC00352292","9071S",9071,"S",44.7242,-122.2547
"3363","USC00352374","4728S",4728,"S",43.7819,-122.9628
"3364","USC00352406","4792S",4792,"S",43.6656,-123.3275
"3365","USC00352415","1125S",1125,"S",43.8081,-118.3775
"3366","USC00352440","1378R",1378,"R",45.4539,-121.1303
"3367","USC00352597","2374R",2374,"R",45.5669,-117.9239
"3368","USC00352633","5049R",5049,"R",43.5992,-123.5992
"3369","USC00352675","1596R",1596,"R",45.4,-117.2667
"3370","USC00352678","1903R",1903,"R",45.7083,-117.1528
"3371","USC00352693","5823S",5823,"S",45.2689,-122.3186
"3372","USC00352805","6548R",6548,"R",44.8578,-123.4308
"3373","USC00352997","4557S",4557,"S",45.5247,-123.1028
"3374","USC00353038","1524R",1524,"R",44.9983,-120.2175
"3375","USC00353047","5473S",5473,"S",44.4139,-122.6728
"3376","USC00353193","6979R",6979,"R",43.7464,-124.1217
"3377","USC00353356","7706R",7706,"R",42.4036,-124.4242
"3378","USC00353402","8728S",8728,"S",45.3014,-121.7417
"3379","USC00353445","3098S",3098,"S",42.4244,-123.3236
"3380","USC00353542","1396R",1396,"R",44.5175,-120.9389
"3381","USC00353604","2187S",2187,"S",44.8736,-117.1094
"3382","USC00353770","7829S",7829,"S",45.4486,-122.1547
"3383","USC00353827","1400S",1400,"S",45.3653,-119.5639
"3384","USC00353847","992R",992,"R",45.8289,-119.2636
"3385","USC00353908","3729R",3729,"R",45.5139,-122.99
"3386","USC00353995","7099R",7099,"R",43.9281,-124.1069
"3387","USC00354003","3129R",3129,"R",45.6847,-121.5175
"3388","USC00354060","3145R",3145,"R",42.2292,-122.3814
"3389","USC00354098","1404R",1404,"R",44.3564,-117.255
"3390","USC00354126","6166S",6166,"S",43.3708,-122.9653
"3391","USC00354133","7947R",7947,"R",42.6286,-124.0575
"3392","USC00354291","1317R",1317,"R",44.4233,-118.9594
"3393","USC00354329","1756R",1756,"R",45.3456,-117.2247
"3394","USC00354411","1274R",1274,"R",45.1967,-120.6994
"3395","USC00354506","1418R",1418,"R",42.2008,-121.7814
"3396","USC00354606","5721R",5721,"R",44.6253,-122.7189
"3397","USC00354622","1652R",1652,"R",45.3167,-118.0747
"3398","USC00354670","1467R",1467,"R",42.2414,-120.3678
"3399","USC00354721","7029R",7029,"R",42.9242,-124.4533
"3400","USC00354776","12228R",12228,"R",44.9231,-123.575
"3401","USC00354811","6755S",6755,"S",44.1014,-122.6886
"3402","USC00354835","6598S",6598,"S",43.3597,-122.2208
"3403","USC00355020","1794R",1794,"R",44.7136,-119.1017
"3404","USC00355050","4647S",4647,"S",43.9144,-122.76
"3405","USC00355055","3304S",3304,"S",42.6722,-122.675
"3406","USC00355139","1045R",1045,"R",44.6167,-121.0011
"3407","USC00355142","1213S",1213,"S",44.6633,-121.1461
"3408","USC00355160","1069S",1069,"S",43.9794,-117.0247
"3409","USC00355162","997R",997,"R",43.265,-118.8447
"3410","USC00355174","1209R",1209,"R",42.0078,-121.3186
"3411","USC00355221","7224R",7224,"R",44.6125,-121.9486
"3412","USC00355258","1586R",1586,"R",44.6719,-117.9942
"3413","USC00355335","892R",892,"R",42.4106,-117.8656
"3414","USC00355384","4172R",4172,"R",45.2214,-123.1622
"3415","USC00355515","1058R",1058,"R",44.5833,-121.1833
"3416","USC00355545","1150R",1150,"R",45.4667,-120.35
"3417","USC00355593","1646S",1646,"S",45.9428,-118.4089
"3418","USC00355638","1397R",1397,"R",44.5681,-120.1156
"3419","USC00355641","1075R",1075,"R",44.5833,-120.1833
"3420","USC00355734","1138S",1138,"S",45.4825,-120.7236
"3421","USC00356151","4245R",4245,"R",45.2817,-122.7517
"3422","USC00356179","1037R",1037,"R",43.8764,-116.9903
"3423","USC00356213","4541R",4541,"R",43.7428,-122.4433
"3424","USC00356302","976R",976,"R",43.2783,-119.3111
"3425","USC00356334","4421R",4421,"R",45.3558,-122.6047
"3426","USC00356366","9499S",9499,"S",45.0333,-123.9239
"3427","USC00356405","968S",968,"S",43.65,-117.2467
"3428","USC00356426","1106R",1106,"R",42.6922,-120.5403
"3429","USC00356466","3410S",3410,"S",45.535,-121.5894
"3430","USC00356532","1116S",1116,"S",44.7275,-121.2506
"3431","USC00356540","1728S",1728,"S",45.7206,-118.6264
"3432","USC00356634","1449S",1449,"S",45.4756,-118.8253
"3433","USC00356749","4285R",4285,"R",45.5181,-122.6894
"3434","USC00356750","4347R",4347,"R",45.5606,-122.5381
"3435","USC00356784","7261R",7261,"R",42.7519,-124.5011
"3436","USC00356820","5884R",5884,"R",42.8886,-124.0689
"3437","USC00356883","1068R",1068,"R",44.3022,-120.8081
"3438","USC00356907","4192R",4192,"R",42.7342,-122.5164
"3439","USC00357169","3115S",3115,"S",42.9506,-123.3572
"3440","USC00357208","1007R",1007,"R",43.4508,-118.2244
"3441","USC00357277","1154R",1154,"R",43.3636,-117.1142
"3442","USC00357310","888R",888,"R",42.8592,-117.6569
"3443","USC00357331","3370R",3370,"R",43.2131,-123.3658
"3444","USC00357391","2512R",2512,"R",42.2231,-123.0472
"3445","USC00357631","8086R",8086,"R",44.9469,-122.5247
"3446","USC00357641","7535R",7535,"R",45.9869,-123.9236
"3447","USC00357675","1384R",1384,"R",44.1383,-118.975
"3448","USC00357817","1036R",1036,"R",43.1244,-121.062
"3449","USC00357823","4736S",4736,"S",45.0058,-122.7739
"3450","USC00358095","5237S",5237,"S",44.7892,-122.8142
"3451","USC00358173","1331S",1331,"S",42.9592,-120.7897
"3452","USC00358407","1455R",1455,"R",45.6069,-121.2047
"3453","USC00358420","1184R",1184,"R",43.2644,-120.9447
"3454","USC00358466","7052S",7052,"S",45.1219,-122.07
"3455","USC00358481","8896R",8896,"R",44.4122,-123.9022
"3456","USC00358494","8801S",8801,"S",45.4583,-123.88
"3457","USC00358536","4832S",4832,"S",43.275,-122.4497
"3458","USC00358746","1440S",1440,"S",45.2081,-117.8758
"3459","USC00358797","1002R",1002,"R",43.9814,-117.2439
"3460","USC00358884","4820S",4820,"S",45.8653,-123.1903
"3461","USC00358997","1748R",1748,"R",45.5722,-117.5314
"3462","USC00359176","1049R",1049,"R",43.9903,-117.7183
"3463","USC00359316","2132S",2132,"S",43.6825,-121.6875
"3464","USC00359461","3636S",3636,"S",43.2828,-123.3536
"3465","USC00360140","4243R",4243,"R",40.495,-78.4667
"3466","USC00360457","4458S",4458,"S",40.8208,-76.4983
"3467","USC00360656","4328S",4328,"S",39.9356,-77.2578
"3468","USC00360785","4560R",4560,"R",40.3844,-76.0339
"3469","USC00360868","4861S",4861,"S",41.8975,-78.7144
"3470","USC00361004","4659R",4659,"R",41.15,-79.0833
"3471","USC00361080","5090R",5090,"R",40.5003,-75.2044
"3472","USC00361139","4181S",4181,"S",40.85,-79.9167
"3473","USC00361212","4009S",4009,"S",41.6517,-76.8464
"3474","USC00361350","5421S",5421,"S",39.8508,-79.5833
"3475","USC00361354","4169S",4169,"S",39.9353,-77.6394
"3476","USC00361480","4252S",4252,"S",41.0489,-77.9411
"3477","USC00361485","4655R",4655,"R",41.1922,-79.4361
"3478","USC00361534","5133R",5133,"R",41.7333,-78.5333
"3479","USC00361591","5009R",5009,"R",39.9847,-75.86
"3480","USC00361705","4550S",4550,"S",39.7994,-79.3664
"3481","USC00361790","4768R",4768,"R",41.9167,-79.6333
"3482","USC00361838","3565R",3565,"R",41.9903,-77.1567
"3483","USC00362071","4914R",4914,"R",40.46,-76.8703
"3484","USC00362108","4924R",4924,"R",40.3,-79.3333
"3485","USC00362183","4490R",4490,"R",40.1333,-79.4
"3486","USC00362190","3760S",3760,"S",40.1636,-79.8694
"3487","USC00362470","4770S",4770,"S",40.4681,-78.7289
"3488","USC00362537","4313R",4313,"R",39.805,-77.2292
"3489","USC00362574","3483R",3483,"R",40.5,-80.0833
"3490","USC00362629","4245R",4245,"R",41.5067,-78.2275
"3491","USC00362721","3862R",3862,"R",40.0136,-78.3653
"3492","USC00362942","4068R",4068,"R",40.7167,-79.5
"3493","USC00363028","4497S",4497,"S",41.4003,-79.8303
"3494","USC00363295","4128R",4128,"R",39.8167,-78.8333
"3495","USC00363311","4551R",4551,"R",41.5631,-78.6014
"3496","USC00363437","4629R",4629,"R",40.2306,-75.4353
"3497","USC00363451","3958R",3958,"R",39.7833,-79.9167
"3498","USC00363488","4766R",4766,"R",40.3422,-75.4783
"3499","USC00363526","4074R",4074,"R",41.4167,-80.3667
"3500","USC00363632","4668S",4668,"S",40.5511,-75.9914
"3501","USC00363665","4221R",4221,"R",39.7706,-77.0325
"3502","USC00363758","4289R",4289,"R",41.4764,-75.1653
"3503","USC00364019","3897R",3897,"R",39.8333,-76.3333
"3504","USC00364076","4940R",4940,"R",40.1592,-75.8856
"3505","USC00364214","4648S",4648,"S",40.5969,-79.1183
"3506","USC00364325","4248R",4248,"R",41.5,-80.4667
"3507","USC00364432","4676C",4676,"C",41.6767,-78.8036
"3508","USC00364763","4281S",4281,"S",40.05,-76.2742
"3509","USC00364778","4291S",4291,"S",40.1167,-76.4333
"3510","USC00364815","5002R",5002,"R",41.4233,-76.4933
"3511","USC00364836","5077R",5077,"R",40.2003,-79.1883
"3512","USC00364839","5271R",5271,"R",40.1692,-79.1411
"3513","USC00364853","4438R",4438,"R",40.9017,-77.2139
"3514","USC00364896","4335R",4335,"R",40.3333,-76.4667
"3515","USC00364976","4318R",4318,"R",40.9475,-76.8786
"3516","USC00364992","4142S",4142,"S",40.5864,-77.5692
"3517","USC00365050","4063R",4063,"R",41.65,-80.4333
"3518","USC00365109","4083S",4083,"S",41.1167,-77.45
"3519","USC00365212","4185R",4185,"R",40.4586,-79.4503
"3520","USC00365390","3926R",3926,"R",39.8253,-75.4283
"3521","USC00365470","4598R",4598,"R",41.3914,-74.7172
"3522","USC00365573","3804R",3804,"R",40.3392,-79.8603
"3523","USC00365606","4461R",4461,"R",41.6333,-80.1667
"3524","USC00365651","4269R",4269,"R",41.2247,-80.235
"3525","USC00365686","3927S",3927,"S",39.7808,-79.0411
"3526","USC00365790","4246R",4246,"R",40.8839,-77.4744
"3527","USC00365902","3778S",3778,"S",40.65,-80.3833
"3528","USC00365915","4493S",4493,"S",41.8511,-75.8583
"3529","USC00366042","4316R",4316,"R",40.2156,-79.4994
"3530","USC00366194","4930S",4930,"S",40.1358,-74.955
"3531","USC00366233","3946S",3946,"S",41.0172,-80.3619
"3532","USC00366238","4421R",4421,"R",40.075,-76.0717
"3533","USC00366297","3922R",3922,"R",40.4783,-77.1294
"3534","USC00366370","4838R",4838,"R",40.1197,-75.3583
"3535","USC00366508","4617S",4617,"S",39.8,-76.05
"3536","USC00366649","4263R",4263,"R",41.9167,-78
"3537","USC00366886","4851R",4851,"R",39.9575,-75.1728
"3538","USC00366921","4046R",4046,"R",40.8728,-78.2161
"3539","USC00366927","4336R",4336,"R",40.12,-75.5011
"3540","USC00367029","4950R",4950,"R",41.7394,-75.4464
"3541","USC00367073","4337R",4337,"R",39.7333,-79.9167
"3542","USC00367103","4102S",4102,"S",41.8158,-78.2875
"3543","USC00367167","3927R",3927,"R",40.6514,-78.555
"3544","USC00367229","4426S",4426,"S",40.925,-79.2825
"3545","USC00367312","3856R",3856,"R",40.3814,-78.0753
"3546","USC00367322","4523R",4523,"R",40.4269,-75.9319
"3547","USC00367338","4573R",4573,"R",40.1667,-79.2667
"3548","USC00367409","3971S",3971,"S",41.3297,-77.7381
"3549","USC00367477","4407S",4407,"S",41.4197,-78.7492
"3550","USC00367578","4717R",4717,"R",40.5514,-75.7222
"3551","USC00367732","4364R",4364,"R",39.8958,-76.3947
"3552","USC00367782","4238S",4238,"S",40.51,-79.5458
"3553","USC00367931","4211S",4211,"S",40.7831,-76.8617
"3554","USC00368011","3778R",3778,"R",40.0328,-78.6372
"3555","USC00368073","4043S",4043,"S",40.05,-77.5167
"3556","USC00368184","4344S",4344,"S",41.05,-80.0667
"3557","USC00368308","4686S",4686,"S",39.8583,-77.4775
"3558","USC00368361","4621R",4621,"R",41.8167,-80.4333
"3559","USC00368400","5110R",5110,"R",40.5711,-75.2686
"3560","USC00368449","3962S",3962,"S",40.7933,-77.8672
"3561","USC00368469","4185S",4185,"S",41.4,-78.0167
"3562","USC00368596","5079S",5079,"S",41.0125,-75.1906
"3563","USC00368668","4253R",4253,"R",40.8533,-76.7892
"3564","USC00368868","3484R",3484,"R",41.8975,-77.1419
"3565","USC00368873","4502R",4502,"R",41.4833,-79.4333
"3566","USC00368888","4577S",4577,"S",41.6333,-79.7
"3567","USC00368905","3574R",3574,"R",41.7511,-76.4431
"3568","USC00369050","4311S",4311,"S",39.915,-79.7192
"3569","USC00369298","4709R",4709,"R",41.8467,-79.1494
"3570","USC00369318","3887R",3887,"R",40.1789,-80.1889
"3571","USC00369367","4047S",4047,"S",39.9,-80.1667
"3572","USC00369408","3700R",3700,"R",41.7003,-77.3894
"3573","USC00369464","4784R",4784,"R",39.9708,-75.635
"3574","USC00369735","4139R",4139,"R",41.2486,-76.9833
